Key,File,Type,UsedInMainMenu,english,russian
gunHandgunT0PipePistolDesc,items,Gun,,A home-made pistol firing 9mm ammo.\n\nScrap to Iron.,Самодельный пистолет под патроны 9 мм.\n\nРазбирается на железо.
gunHandgunT1Pistol,items,Gun,,"Pistol [73E9B2]Т1[-]","Пистолет [73E9B2]Т1[-]"
gunHandgunT1PistolDesc,items,Gun,,A basic pistol that uses 9mm ammo.\n\nScrap to Handgun Parts.,"Стандартный пистолет, использующий патроны калибра 9 мм.\n\nРазбирается на части пистолета."
gunHandgunT3SMG5,items,Gun,,"SMG-5 [73E9B2]Т3[-]","ПП-5 [73E9B2]Т3[-]"
gunHandgunT3SMG5Desc,items,Gun,,This submachine gun uses 9mm ammo.\n\nScrap to Handgun Parts.,"Этот пистолет-пулемёт использует патроны калибра 9 мм.\n\nРазбирается на части пистолета."
gunHandgunT2Magnum44,items,Gun,,".44 Magnum [73E9B2]Т2[-]","Револьвер .44 Magnum [73E9B2]Т2[-]"
gunHandgunT2Magnum44Desc,items,Gun,,The .44 Magnum is the king of handguns. It's the most powerful but makes the most noise. Wield this bad boy and make Clint proud.\n\nScrap to Handgun Parts.,"Револьвер .44 Magnum – король в своём классе. Он самый убойный, но и самый шумный. Заполучи этого красавца, пусть Клинт гордится тобой.\n\nРазбирается на части пистолета."
gunHandgunT3DesertVulture,items,Gun,,".44 Desert Vulture [73E9B2]Т3[-]","«Пустынный стервятник» калибра .44 [73E9B2]Т3[-]"
gunHandgunT3DesertVultureDesc,items,Gun,,This heavy pistol uses .44 Magnum ammo.\n\nScrap to Handgun Parts.,"Этот тяжёлый пистолет использует патроны .44 Magnum.\n\nРазбирается на части пистолета."
gunShotgunT0PipeShotgun,items,Gun,,"Pipe Shotgun [73E9B2]Т0[-]","Дробовик из трубы [73E9B2]Т0[-]"
gunShotgunT0PipeShotgunDesc,items,Gun,,A home-made gun firing shotgun shells.\nEffective at very close ranges.\n\nScrap to Iron.,"Самодельное ружьё под патроны для дробовика.\nЭффективно на очень близких дистанциях.\n\nРазбирается на железо."
gunShotgunT1DoubleBarrel,items,Gun,,"Double Barrel Shotgun [73E9B2]Т1[-]","Двустволка [73E9B2]Т1[-]"
gunShotgunT1DoubleBarrelDesc,items,Gun,,"A rusty old double barrel shotgun, great for close range carnage.\n\nScrap to Shotgun Parts.","Старая ржавая двустволка идеальна для кровопролития на коротких дистанциях.\n\nРазбирается на части дробовика."
gunShotgunT2PumpShotgun,items,Gun,,"Pump Shotgun [73E9B2]Т2[-]","Помповое ружьё [73E9B2]Т2[-]"
gunShotgunT2PumpShotgunDesc,items,Gun,,A long-barreled shotgun with pump action loading .\n\nScrap to Shotgun Parts.,"Длинноствольный помповый дробовик.\n\nРазбирается на части дробовика."
gunShotgunT3AutoShotgun,items,Gun,,"Auto Shotgun [73E9B2]Т3[-]","Автоматический дробовик [73E9B2]Т3[-]"
gunShotgunT3AutoShotgunDesc,items,Gun,,This semi automatic shotgun is a rare and devasting short range weapon capable of making minced meat out of anything in its path.\n\nScrap to Shotgun Parts.,"Полуавтоматический дробовик редкое и разрушительное на коротких дистанциях оружие, способное превратить в фарш всё на своем пути.\n\nРазбирается на части дробовика."
gunRifleT0PipeRifle,items,Gun,,"Pipe Rifle [73E9B2]Т0[-]","Винтовка из трубы [73E9B2]Т0[-]"
gunRifleT0PipeRifleDesc,items,Gun,,A home-made rifle firing 7.62mm ammo.\n\nScrap to Iron.,"Самодельная винтовка под патроны 7,62 мм.\n\nРазбирается на железо."
gunRifleT1HuntingRifle,items,Gun,,"Hunting Rifle [73E9B2]Т1[-]","Охотничье ружьё [73E9B2]Т1[-]"
gunRifleT1HuntingRifleDesc,items,Gun,,This common farmer's hunting rifle uses 7.62mm ammo.\n\nScrap to Rifle parts.,"Распространённое среди фермеров охотничье ружьё использует патроны калибра 7,62 мм.\n\nРазбирается на части ружья."
gunRifleT2LeverActionRifle,items,Gun,,"Lever Action Rifle [73E9B2]Т2[-]","Винтовка рычажного действия [73E9B2]Т2[-]"
gunRifleT2LeverActionRifleDesc,items,Gun,,This Lever Action rifle uses 7.62mm ammo and is your first choice if you want to make that shot count.\n\nScrap to Rifle parts.,"Винтовка рычажного действия использует патроны 7,62 мм. Это лучший выбор, если вы хотите, чтобы с вашими выстрелами считались.\n\nРазбирается на детали винтовки."
gunRifleT3SniperRifle,items,Gun,,"Sniper Rifle [73E9B2]Т3[-]","Снайперская винтовка [73E9B2]Т3[-]"
gunRifleT3SniperRifleDesc,items,Gun,,"This high precision, long ranged rifle is perfect for sniping enemies at great distances.\n\nScrap to Rifle parts.",Высокоточная винтовка с большой дальностью стрельбы идеальна для уничтожения противника с дистанции.\n\nРазбирается на части винтовки.
gunMGT0PipeMachineGun,items,Gun,,"Pipe Machine Gun [73E9B2]Т0[-]","Автомат из трубы [73E9B2]Т0[-]"
gunMGT0PipeMachineGunDesc,items,Gun,,A home-made automatic weapon firing 7.62mm ammo.\n\nScrap to Iron.,"Самодельное автоматическое оружие под патроны 7,62 мм.\n\nРазбирается на железо."
gunMGT1AK47,items,Gun,,"AK-47 Machine Gun [73E9B2]Т1[-]","Автомат АК-47 [73E9B2]Т1[-]"
gunMGT1AK47Desc,items,Gun,,This badass AK-47 Machine Gun uses 7.62mm ammo.\n\nScrap to Machine Gun Parts.,"Этот чумовой автомат использует патроны калибра 7,62 мм.\n\nРазбирается на части автоматического оружия."
gunMGT2TacticalAR,items,Gun,,"Tactical Assault Rifle [73E9B2]Т2[-]","Тактическая штурмовая винтовка [73E9B2]Т2[-]"
gunMGT2TacticalARDesc,items,Gun,,This Tactical Assault Rifle uses 7.62mm ammo.\n\nScrap to Machine Gun Parts.,"Тактическая штурмовая винтовка использует патроны калибра 7,62 мм.\n\nРазбирается на части автоматического оружия."
gunMGT3M60,items,Gun,,"M60 Machine Gun [73E9B2]Т3[-]","Пулемёт М60 [73E9B2]Т3[-]"
gunMGT3M60Desc,items,Gun,,Machine guns are somewhat cumbersome to use but excel at automatic fire. This one uses 7.62mm ammo.\n\nScrap to Machine Gun Parts.,"Пулемёты несколько громоздки, но идеальны для автоматической стрельбы. Этот использует патроны калибра 7,62 мм.\n\nРазбирается на части автоматического оружия."
gunExplosivesT3RocketLauncher,items,Gun,,"Rocket Launcher [73E9B2]Т3[-]","Гранатомёт [73E9B2]Т3[-]"
gunExplosivesT3RocketLauncherDesc,items,Gun,,A Rocket Launcher shoots rocket propelled grenades.\n\nScrap to Rocket Launcher parts.,"Гранатомёт стреляет реактивными гранатами.\n\nРазбирается на части гранатомёта."
gunBowT0PrimitiveBow,items,Gun,,"Primitive Bow [73E9B2]Т0[-]","Простейший лук [73E9B2]Т0[-]"
gunBowT0PrimitiveBowDesc,items,Gun,,Good for hunting and killing zombies. Uses arrows for ammunition.\nHold reload to use alternate ammo.\n\nScrap to Wood.,"Хорош для охоты или отстрела зомби в тренированных руках. В качестве боеприпасов использует стрелы (кроме зажигательных или взрывных).\nУдерживайте клавишу перезарядки, чтобы сменить тип боеприпаса.\n\nРазбирается на дерево."
gunBowT1WoodenBow,items,Gun,,"Wooden Bow [73E9B2]Т1[-]","Деревянный лук [73E9B2]Т1[-]"
gunBowT1WoodenBowDesc,items,Gun,,Good for hunting and killing zombies. Uses arrows for ammunition.\nHold reload to use alternate ammo.\n\nScrap to Bow / Crossbow Parts.,"Хорош для охоты или отстрела зомби. В качестве боеприпасов использует стрелы.\nУдерживайте клавишу перезарядки, чтобы сменить тип боеприпаса.\n\nРазбирается на части лука / арбалета."
gunBowT3CompoundBow,items,Gun,,"Compound Bow [73E9B2]Т3[-]","Композитный лук [73E9B2]Т3[-]"
gunBowT3CompoundBowDesc,items,Gun,,A compound bow does more damage and arrows fly straighter which makes it easier to aim.\n\nScrap to Bow / Crossbow Parts.,"Композитный лук наносит больший урон, стрелы летят ровнее, что упрощает прицеливание.\n\nРазбирается на части лука / арбалета."
gunBowT1IronCrossbow,items,Gun,,"Iron Crossbow [73E9B2]Т1[-]","Железный арбалет [73E9B2]Т1[-]"
gunBowT1IronCrossbowDesc,items,Gun,,A crossbow is slow to reload but does more damage than a bow.\nThis weapon can be fired underwater.\nHold reload to use alternate ammo.\n\nScrap to Bow / Crossbow Parts.,"Арбалет медленнее перезаряжается, но наносит больше урона, чем лук.\nЭто оружие может стрелять под водой.\nУдерживайте клавишу перезарядки, чтобы сменить тип боеприпаса.\n\nРазбирается на части лука / арбалета."
gunBowT3CompoundCrossbow,items,Gun,,"Compound Crossbow [73E9B2]Т3[-]","Композитный арбалет [73E9B2]Т3[-]"
gunBotT1JunkSledge,items,Gun,,"Robotic Sledge [73E9B2]Т1[-]","Роботизированный молот [73E9B2]Т1[-]"
gunBotT1JunkSledgeDesc,items,Gun,,You may not be good at punching but you have the technology.\nYou can also deploy this on the ground using the Secondary action.\n\nScrap to Robotics Parts.,"Может быть, вы не сильны в кулачном бою, зато разбираетесь в технике.\nЕго можно установить на землю с помощью дополнительного действия.\n\nРазбирается на роботизированные части."
gunBotT2JunkTurret,items,Gun,,"Robotic Turret [73E9B2]Т2[-]","Роботизированная пушка [73E9B2]Т2[-]"
gunBotT2JunkTurretDesc,items,Gun,,This contraption can be fired and reloaded like a gun. It uses Robotic Turret Ammo for ammunition.\nYou can also deploy it on the ground using the Secondary action.\n\nScrap to Robotics Parts.,"Из этой штуки можно стрелять. Перезаряжается как винтовка. В качестве боеприпасов использует патроны для роботизированной пушки.\nМожно установить на землю с помощью дополнительного действия.\n\nРазбирается на части роботизированной пушки."

armorClothGroupDesc,items,Clothes,,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nScrap to cloth.,"Лёгкая броня будет немного стеснять ваши движения и обеспечит определенную защиту от повреждений.\nНе защищает от погодных условий.\n\nРазбирается на ткань."
armorLeatherGroupDesc,items,Clothes,,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nScrap to leather.,"Лёгкая броня будет немного стеснять ваши движения и обеспечит определенную защиту от повреждений.\nНе защищает от погодных условий.\n\nРазбирается на кожу."
armorMilitaryGroupDesc,items,Clothes,,Light armor will encumber you a little and provides some protection against damage.\nIt will not protect you from the weather.\n\nScrap to military armor parts.,"Лёгкая броня будет немного стеснять ваши движения и обеспечит определенную защиту от повреждений.\nНе защищает от погодных условий.\n\nРазбирается на части армейской брони."
armorScrapDesc,items,Clothes,,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nScrap to Iron.,"Тяжёлая броня будет стеснять ваши движения, но обеспечит надежную защиту от повреждений.\nНе защищает от погодных условий.\n\nРазбирается на железо."
armorHeavyGroupDesc,items,Clothes,,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nScrap to Iron.,"Тяжёлая броня будет стеснять ваши движения, но обеспечит надежную защиту от повреждений.\nНе защищает от погодных условий.\n\nРазбирается на железо."
armorSteelGroupDesc,items,Clothes,,Heavy armor will encumber you but provides good protection against damage.\nIt will not protect you from the weather.\n\nScrap to steel armor parts.,"Тяжёлая броня будет стеснять ваши движения, но она обеспечивает надежную защиту от повреждений.\nНе защищает от погодных условий.\n\nРазбирается на части стальной брони."
armorFootballHelmetDesc,items,Clothes,,Get great concussive & puncture defense & you can cheer for your favorite team as if organized football still existed.\n\nScrap to scrap polymers.,"Вы получите отличную защиту от ударов и проколов. Если бы футбольные матчи еще проводились, вы бы могли поддержать свою команду.\n\nРазбирается на полимеры."

resourceScrapBrassBundle,items,Item,,Stack of Brass (10000),Запас латуни (10000)
resourceScrapBrassBundleDesc,items,Item,,This is a compact stack of brass. Use this item to open and unpack it.,"Компактно упакованная латунь. Откройте, чтобы получить содержимое."
resourceClayLumpBundle,items,Item,,Stack of Clay (10000),Запас глины (10000)
resourceClayLumpBundleDesc,items,Item,,This is a compact stack of clay. Use this item to open and unpack it.,"Компактно упакованная глина. Откройте, чтобы получить содержимое."
resourceCrushedSandBundle,items,Item,,Stack of Crushed Sand (10000),Запас песка (10000)
resourceCrushedSandBundleDesc,items,Item,,This is a compact stack of crushed sand. Use this item to open and unpack it.,"Компактно упакованный песок. Откройте, чтобы получить содержимое."
resourceCementBundle,items,Item,,Stack of Cement (10000),Запас цемента (10000)
resourceCementBundleDesc,items,Item,,This is a compact stack of cement. Use this item to open and unpack it.,"Компактно упакованный цемент. Откройте, чтобы получить содержимое."
resourcePaperBundle,items,Item,,Stack of Paper (1000),Запас бумаги (1000)
resourcePaperBundleDesc,items,Item,,This is a compact stack of paper. Use this item to open and unpack it.,"Компактно упакованная бумага. Откройте, чтобы получить содержимое."
resourceScrapPolymersBundle,items,Item,,Stack of Polymers (1000),Запас синтетического мусора (1000)
resourceScrapPolymersBundleDesc,items,Item,,This is a compact stack of polymers. Use this item to open and unpack it.,"Компактно упакованный синтетический мусор. Откройте, чтобы получить содержимое."
resourceCobblestonesBundle,items,Item,,Stack of Cobblestones (10000),Запас булыжников (10000)
resourceCobblestonesBundleDesc,items,Item,,This is a compact stack of cobblestones. Use this item to open and unpack it.,"Компактно упакованные булыжники. Откройте, чтобы получить содержимое."
resourceConcreteMixBundle,items,Item,,Stack of Concrete Mix (1000),Запас бетона (1000)
resourceConcreteMixBundleDesc,items,Item,,This is a compact stack of concrete mix. Use this item to open and unpack it.,"Компактно упакованный бетон. Откройте, чтобы получить содержимое."
resourceForgedIronBundle,items,Item,,Stack of Forged Iron (1000),Запас слитков железа (1000)
resourceForgedIronBundleDesc,items,Item,,This is a compact stack of forged iron. Use this item to open and unpack it.,"Компактно упакованные слитки железа. Откройте, чтобы получить содержимое."
resourceForgedSteelBundle,items,Item,,Stack of Forged Steel (1000),Запас слитков стали (1000)
resourceForgedSteelBundleDesc,items,Item,,This is a compact stack of forged steel. Use this item to open and unpack it.,"Компактно упакованные слитки стали. Откройте, чтобы получить содержимое."
resourceBuckshotBundle,items,Ammo,,Stack of Buckshot (1000),Запас крупной дроби (1000)
resourceBuckshotBundleDesc,items,Ammo,,This is a compact stack of buckshot. Use this item to open and unpack it.,"Компактно упакованная крупная дробь. Откройте, чтобы получить содержимое."
resourceBulletCasingBundle,items,Item,,Stack of Bullet Casing (1000),Запас гильз (1000)
resourceBulletCasingBundleDesc,items,Item,,This is a compact stack of bullet casing. Use this item to open and unpack it.,"Компактно упакованные гильзы. Откройте, чтобы получить содержимое."
resourceBulletTipBundle,items,Item,,Stack of Bullet Tip (1000),Запас пуль (1000)
resourceBulletTipBundleDesc,items,Item,,This is a compact stack of bullet tip. Use this item to open and unpack it.,"Компактно упакованные пули. Откройте, чтобы получить содержимое."
resourceArrowHeadIronBundle,items,Item,,Stack of Iron Arrowhead (1000),Запас железных наконечников (1000)
resourceArrowHeadIronBundleDesc,items,Item,,This is a compact stack of iron arrowhead. Use this item to open and unpack it.,"Компактно упакованные железные наконечники. Откройте, чтобы получить содержимое."
resourceArrowHeadSteelAPBundle,items,Item,,Stack of Steel Arrowhead (1000),Запас стальных наконечников (1000)
resourceArrowHeadSteelAPBundleDesc,items,Item,,This is a compact stack of steel arrowhead. Use this item to open and unpack it.,"Компактно упакованные стальные наконечники. Откройте, чтобы получить содержимое."
ammoDartIronBundle,items,Ammo,,Box of Iron Dart (1000),Запас железных дротиков (1000)
ammoDartIronBundleDesc,items,Ammo,,Crafting boxes of ammo costs fewer resources.\n\nUse this item to take the ammo out of the box so that you can load it into a trap.,"Создание упакованных боеприпасов тратит меньше ресурсов.\n\nОткройте, чтобы получить содержимое и зарядить его в ловушку."

resourceCoalBundle,items,Item,,Stack of Coal (10000),Запас угля (10000)
resourceLeadBundle,items,Item,,Stack of Lead (10000),Запас свинца (10000)
resourceOilShaleBundle,items,Item,,Stack of Oil Shale (10000),Запас горючего сланца (10000)
resourcePotassiumNitratePowderBundle,items,Item,,Stack of Nitrate Powder (10000),Запас порошковой селитры (10000)
resourceRockSmallBundle,items,Item,,Stack of Small Stone (10000),Запас маленьких камней (10000)
resourceScrapIronBundle,items,Item,,Stack of Iron (10000),Запас железа (10000)
resourceWoodBundle,items,Item,,Stack of Wood (10000),Запас дерева (10000)

ammoBundleArrowExploding,items,Ammo,,Box of Exploding Arrows (300),Коробка взрывных стрел (300)
ammoBundleArrowFlaming,items,Ammo,,Box of Flaming Arrows (300),Коробка зажигательных стрел (300)
ammoBundleArrowIron,items,Ammo,,Box of Iron Arrows (300),Коробка железных стрел (300)
ammoBundleArrowSteelAP,items,Ammo,,Box of Steel Arrows (300),Коробка стальных стрел (300)
ammoBundleArrowStone,items,Ammo,,Box of Stone Arrows (300),Коробка каменных стрел (300)
ammoBundleCrossbowBoltExploding,items,Ammo,,Box of Exploding Crossbow Bolts (300),Коробка взрывных болтов (300)
ammoBundleCrossbowBoltFlaming,items,Ammo,,Box of Flaming Crossbow Bolts (300),Коробка зажигательных болтов (300)
ammoBundleCrossbowBoltIron,items,Ammo,,Box of Iron Crossbow Bolts (300),Коробка железных болтов (300)
ammoBundleCrossbowBoltSteelAP,items,Ammo,,Box of Steel Crossbow Bolts (300),Коробка стальных болтов (300)
ammoBundleCrossbowBoltStone,items,Ammo,,Box of Stone Crossbow Bolts (300),Коробка каменных болтов (300)

ammoBundle44MagnumBulletAP,items,Ammo,,Box of AP .44 Magnum Ammo (1000),Коробка бронебойных патронов .44 Magnum (1000)
ammoBundle44MagnumBulletBall,items,Ammo,,Box of .44 Magnum Ammo (1000),Коробка патронов .44 Magnum (1000)
ammoBundle44MagnumBulletHP,items,Ammo,,Box of HP .44 Magnum Ammo (1000),Коробка экспансивных патронов .44 Magnum (1000)
ammoBundle762mmBulletAP,items,Ammo,,Box of AP 7.62mm Ammo (1000),"Коробка бронебойных патронов 7,62 мм (1000)"
ammoBundle762mmBulletBall,items,Ammo,,Box of 7.62mm Ammo (1000),"Коробка патронов 7,62 мм (1000)"
ammoBundle762mmBulletHP,items,Ammo,,Box of HP 7.62mm Ammo (1000),"Коробка экспансивных патронов 7,62 мм (1000)"
ammoBundle9mmBulletAP,items,Ammo,,Box of AP 9mm Ammo (1000),"Коробка бронебойных патронов 9 мм (1000)"
ammoBundle9mmBulletBall,items,Ammo,,Box of 9mm Ammo (1000),"Коробка патронов 9 мм (1000)"
ammoBundle9mmBulletHP,items,Ammo,,Box of HP 9mm Ammo (1000),"Коробка экспансивных патронов 9 мм (1000)"
ammoBundleShotgunBreachingSlug,items,Ammo,,Box of Shotgun Breaching Slugs (1000),Коробка патронов с разделённым пороховым зарядом для дробовика (1000)
ammoBundleShotgunShell,items,Ammo,,Box of Shotgun Shells (1000),Коробка патронов для дробовика (1000)
ammoBundleShotgunSlug,items,Ammo,,Box of Shotgun AP Slugs (1000),Коробка бронебойных патронов для дробовика (1000)
